date,department,cost_center,account_name,account_type,debit_amount,credit_amount,voucher_id,description,currency,exchange_rate
2024-10-29,技术支持部,CC云平02,订阅服务收入,income,50452.34,52517.98,V-101714,订阅服务收入-2024-10-29-66,CNY,1.0
2024-10-29,技术支持部,CC数据02,第三方服务费,cogs,54279.87,53992.3,V-101715,第三方服务费-2024-10-29-35,CNY,1.0
2024-10-29,数据智能部,CC云平05,研发工具费,opex_rd,9557.24,9468.59,V-101716,研发工具费-2024-10-29-33,CNY,1.0
2024-10-30,技术支持部,CC企业04,市场推广费,opex_mkt,1404.22,1413.7,V-101717,市场推广费-2024-10-30-44,CNY,1.0
2024-10-30,AI研究院,CC技术04,广告投放费,opex_mkt,8091.99,8009.92,V-101718,广告投放费-2024-10-30-66,CNY,1.0
2024-10-30,云平台事业部,CC数据04,内容采购成本,cogs,52418.01,53354.35,V-101719,内容采购成本-2024-10-30-46,JPY,6.8832
2024-10-30,技术支持部,CC企业05,运维服务收入,income,35532.87,36057.46,V-101720,运维服务收入-2024-10-30-92,CNY,1.0
2024-10-30,云平台事业部,CC云平02,办公租金,opex_admin,11384.75,11135.59,V-101721,办公租金-2024-10-30-52,CNY,1.0
2024-10-30,企业服务部,CC企业01,培训服务收入,income,65637.64,65972.71,V-101722,培训服务收入-2024-10-30-11,USD,7.5466
2024-10-30,云平台事业部,CC技术02,差旅交通,opex_admin,10618.32,11029.08,V-101723,差旅交通-2024-10-30-66,JPY,7.5681
2024-10-31,AI研究院,CC云平04,招待费,opex_admin,6354.84,6275.68,V-101724,招待费-2024-10-31-24,USD,6.7405
2024-10-31,AI研究院,CCAI03,绩效奖金,opex_salary,12849.91,12474.04,V-101725,绩效奖金-2024-10-31-47,CNY,1.0
2024-10-31,数据智能部,CC云平01,社保公积金,opex_salary,10789.61,11116.53,V-101726,社保公积金-2024-10-31-02,CNY,1.0
2024-10-31,技术支持部,CC企业01,服务器成本,cogs,23177.3,22938.52,V-101727,服务器成本-2024-10-31-06,CNY,1.0
2024-10-31,技术支持部,CC企业02,绩效奖金,opex_salary,17965.4,18752.83,V-101728,绩效奖金-2024-10-31-73,CNY,1.0
2024-11-01,AI研究院,CC云平02,招待费,opex_admin,11679.41,12045.89,V-101729,招待费-2024-11-01-60,CNY,1.0
2024-11-01,AI研究院,CC云平05,带宽流量成本,cogs,40124.5,39567.79,V-101730,带宽流量成本-2024-11-01-50,CNY,1.0
2024-11-01,AI研究院,CC企业04,带宽流量成本,cogs,52526.15,52320.7,V-101731,带宽流量成本-2024-11-01-46,CNY,1.0
2024-11-01,企业服务部,CC技术04,第三方服务费,cogs,32547.52,31633.9,V-101732,第三方服务费-2024-11-01-24,EUR,7.4235
2024-11-01,AI研究院,CC云平05,一次性授权收入,income,85503.85,82379.51,V-101733,一次性授权收入-2024-11-01-28,JPY,7.0071
2024-11-04,技术支持部,CCAI04,带宽流量成本,cogs,37883.79,39470.91,V-101734,带宽流量成本-2024-11-04-61,CNY,1.0
2024-11-04,云平台事业部,CC技术05,差旅交通,opex_admin,1973.67,1882.75,V-101735,差旅交通-2024-11-04-11,USD,6.6551
2024-11-04,数据智能部,CC企业01,坏账准备,opex_other,11324.24,11625.36,V-101736,坏账准备-2024-11-04-52,CNY,1.0
2024-11-04,企业服务部,CC云平05,活动会展费,opex_mkt,17460.34,18287.69,V-101737,活动会展费-2024-11-04-86,EUR,7.3839
2024-11-04,AI研究院,CC企业03,办公租金,opex_admin,6361.35,6385.76,V-101738,办公租金-2024-11-04-17,CNY,1.0
2024-11-04,技术支持部,CC数据04,广告投放费,opex_mkt,11807.2,12271.65,V-101739,广告投放费-2024-11-04-48,CNY,1.0
2024-11-05,云平台事业部,CC技术03,办公租金,opex_admin,5218.1,5187.34,V-101740,办公租金-2024-11-05-10,CNY,1.0
2024-11-05,云平台事业部,CC云平01,专利注册费,opex_rd,0,0.0,V-101741,专利注册费-2024-11-05-97,JPY,7.4974
2024-11-05,云平台事业部,CC技术04,技术咨询收入,income,71726.81,74020.77,V-101742,技术咨询收入-2024-11-05-30,CNY,1.0
2024-11-05,技术支持部,CC数据02,广告投放费,opex_mkt,0,0.0,V-101743,广告投放费-2024-11-05-65,CNY,1.0
2024-11-05,数据智能部,CC技术04,社保公积金,opex_salary,16375.68,16572.47,V-101744,社保公积金-2024-11-05-67,CNY,1.0
2024-11-05,云平台事业部,CC数据01,运维服务收入,income,20102.3,20165.84,V-101745,运维服务收入-2024-11-05-22,EUR,6.776
2024-11-06,云平台事业部,CC企业04,第三方服务费,cogs,33253.13,34370.55,V-101746,第三方服务费-2024-11-06-71,USD,7.596
2024-11-06,AI研究院,CC云平04,市场推广费,opex_mkt,7956.16,7920.19,V-101747,市场推广费-2024-11-06-05,CNY,1.0
2024-11-06,AI研究院,CC云平03,培训服务收入,income,0,0.0,V-101748,培训服务收入-2024-11-06-28,CNY,1.0
2024-11-06,云平台事业部,CC数据01,绩效奖金,opex_salary,4737.13,4931.75,V-101749,绩效奖金-2024-11-06-62,CNY,1.0
2024-11-06,数据智能部,CC企业04,带宽流量成本,cogs,24239.51,24853.87,V-101750,带宽流量成本-2024-11-06-66,USD,7.6023
2024-11-06,企业服务部,CC企业03,一次性授权收入,income,23441.71,24574.46,V-101751,一次性授权收入-2024-11-06-28,CNY,1.0
2024-11-06,技术支持部,CC云平02,坏账准备,opex_other,4771.62,4701.74,V-101752,坏账准备-2024-11-06-66,CNY,1.0
2024-11-07,AI研究院,CC云平03,坏账准备,opex_other,12230.26,11856.97,V-101753,坏账准备-2024-11-07-52,CNY,1.0
2024-11-07,数据智能部,CCAI04,办公租金,opex_admin,10666.3,10452.66,V-101754,办公租金-2024-11-07-82,CNY,1.0
2024-11-07,企业服务部,CC技术03,一次性授权收入,income,61767.73,64669.08,V-101755,一次性授权收入-2024-11-07-13,CNY,1.0
2024-11-07,企业服务部,CC云平03,招待费,opex_admin,1000.37,974.74,V-101756,招待费-2024-11-07-20,CNY,1.0
2024-11-07,企业服务部,CC云平01,订阅服务收入,income,99145.73,94270.45,V-101757,订阅服务收入-2024-11-07-01,EUR,6.7381
2024-11-08,云平台事业部,CCAI04,服务器成本,cogs,26061.34,25472.78,V-101758,服务器成本-2024-11-08-40,JPY,7.1443
2024-11-08,技术支持部,CC云平01,订阅服务收入,income,79189.4,75960.18,V-101759,订阅服务收入-2024-11-08-22,USD,7.6551
2024-11-08,企业服务部,CC云平01,广告投放费,opex_mkt,0,0.0,V-101760,广告投放费-2024-11-08-18,USD,6.5328
2024-11-08,数据智能部,CC数据02,市场推广费,opex_mkt,9136.66,9177.63,V-101761,市场推广费-2024-11-08-44,USD,7.4471
2024-11-08,数据智能部,CC技术04,一次性授权收入,income,7851.24,7990.55,V-101762,一次性授权收入-2024-11-08-14,JPY,7.1655
2024-11-08,云平台事业部,CC技术01,汇兑损益,opex_other,2174.05,2075.25,V-101763,汇兑损益-2024-11-08-71,USD,7.44
2024-11-08,企业服务部,CC技术05,技术咨询收入,income,95931.11,96931.15,V-101764,技术咨询收入-2024-11-08-54,CNY,1.0
2024-11-08,企业服务部,CCAI03,技术咨询收入,income,75561.04,79301.28,V-101765,技术咨询收入-2024-11-08-89,CNY,1.0
2024-11-08,数据智能部,CC技术02,技术咨询收入,income,12319.27,11957.02,V-101766,技术咨询收入-2024-11-08-77,CNY,1.0
2024-11-08,技术支持部,CC技术01,专利注册费,opex_rd,22058.83,21663.16,V-101767,专利注册费-2024-11-08-15,CNY,1.0
2024-11-11,企业服务部,CC云平01,招待费,opex_admin,11864.42,12374.47,V-101768,招待费-2024-11-11-82,CNY,1.0
2024-11-11,技术支持部,CC数据01,广告投放费,opex_mkt,12417.59,11884.29,V-101769,广告投放费-2024-11-11-29,JPY,7.4475
2024-11-11,云平台事业部,CCAI03,带宽流量成本,cogs,19079.32,19331.6,V-101770,带宽流量成本-2024-11-11-95,CNY,1.0
2024-11-11,云平台事业部,CC企业02,办公租金,opex_admin,11559.65,11670.05,V-101771,办公租金-2024-11-11-99,CNY,1.0
2024-11-11,AI研究院,CC技术02,工资薪酬,opex_salary,17828.67,18282.96,V-101772,工资薪酬-2024-11-11-76,CNY,1.0
2024-11-11,数据智能部,CC数据04,第三方服务费,cogs,37275.66,37410.07,V-101773,第三方服务费-2024-11-11-90,CNY,1.0
2024-11-11,技术支持部,CC企业05,软件许可成本,cogs,17154.87,17924.5,V-101774,软件许可成本-2024-11-11-26,CNY,1.0
2024-11-11,云平台事业部,CC企业04,折旧摊销,opex_da,1478.5,1432.51,V-101775,折旧摊销-2024-11-11-73,CNY,1.0
2024-11-11,AI研究院,CC技术02,订阅服务收入,income,56935.69,58001.4,V-101776,订阅服务收入-2024-11-11-56,CNY,1.0
2024-11-11,云平台事业部,CCAI04,绩效奖金,opex_salary,14364.92,14294.45,V-101777,绩效奖金-2024-11-11-88,CNY,1.0
2024-11-12,AI研究院,CC技术02,市场推广费,opex_mkt,8993.15,8626.31,V-101778,市场推广费-2024-11-12-91,EUR,6.9396
2024-11-12,AI研究院,CC数据02,专利注册费,opex_rd,9362.53,9349.41,V-101779,专利注册费-2024-11-12-01,JPY,7.602
2024-11-12,云平台事业部,CC数据04,测试认证费,opex_rd,11867.55,12258.9,V-101780,测试认证费-2024-11-12-16,CNY,1.0
2024-11-13,技术支持部,CC技术03,活动会展费,opex_mkt,11482.8,11425.24,V-101781,活动会展费-2024-11-13-11,CNY,1.0
2024-11-13,数据智能部,CC数据02,服务器成本,cogs,49127.82,48829.89,V-101782,服务器成本-2024-11-13-05,CNY,1.0
2024-11-13,技术支持部,CC技术05,折旧摊销,opex_da,9968.21,10310.82,V-101783,折旧摊销-2024-11-13-83,CNY,1.0
2024-11-13,数据智能部,CC企业01,服务器成本,cogs,26184.97,26074.5,V-101784,服务器成本-2024-11-13-83,CNY,1.0
2024-11-13,云平台事业部,CCAI01,社保公积金,opex_salary,0,0.0,V-101785,社保公积金-2024-11-13-83,CNY,1.0
2024-11-13,云平台事业部,CC数据03,一次性授权收入,income,17255.85,17355.03,V-101786,一次性授权收入-2024-11-13-86,EUR,7.0701
2024-11-13,数据智能部,CC技术03,折旧摊销,opex_da,13254.41,13105.63,V-101787,折旧摊销-2024-11-13-88,CNY,1.0
2024-11-13,企业服务部,CC云平04,绩效奖金,opex_salary,3993.73,4075.17,V-101788,绩效奖金-2024-11-13-16,CNY,1.0
2024-11-13,数据智能部,CC技术05,绩效奖金,opex_salary,11513.93,11178.94,V-101789,绩效奖金-2024-11-13-28,CNY,1.0
2024-11-14,企业服务部,CC企业01,研发工具费,opex_rd,8775.72,9183.66,V-101790,研发工具费-2024-11-14-09,CNY,1.0
2024-11-14,企业服务部,CC企业01,技术咨询收入,income,8554.61,8915.08,V-101791,技术咨询收入-2024-11-14-54,EUR,7.0127
2024-11-14,云平台事业部,CC数据03,软件许可成本,cogs,446.34,430.05,V-101792,软件许可成本-2024-11-14-67,CNY,1.0
2024-11-15,技术支持部,CC数据02,坏账准备,opex_other,633.36,622.98,V-101793,坏账准备-2024-11-15-79,CNY,1.0
2024-11-15,数据智能部,CC技术01,折旧摊销,opex_da,10277.36,10543.13,V-101794,折旧摊销-2024-11-15-48,CNY,1.0
2024-11-15,数据智能部,CC技术03,社保公积金,opex_salary,7941.85,8165.2,V-101795,社保公积金-2024-11-15-65,USD,7.4872
2024-11-15,企业服务部,CC数据01,软件许可成本,cogs,35282.11,36301.37,V-101796,软件许可成本-2024-11-15-35,CNY,1.0
2024-11-18,AI研究院,CC企业02,技术咨询收入,income,63823.55,63588.0,V-101797,技术咨询收入-2024-11-18-37,EUR,6.7718
2024-11-18,云平台事业部,CCAI04,广告投放费,opex_mkt,15777.27,15870.28,V-101798,广告投放费-2024-11-18-19,EUR,7.2668
2024-11-18,企业服务部,CCAI02,内容采购成本,cogs,46546.51,46503.53,V-101799,内容采购成本-2024-11-18-15,CNY,1.0
2024-11-18,数据智能部,CC数据01,订阅服务收入,income,35979.59,37732.97,V-101800,订阅服务收入-2024-11-18-30,CNY,1.0
2024-11-18,云平台事业部,CC云平01,软件许可成本,cogs,35917.99,36888.18,V-101801,软件许可成本-2024-11-18-10,CNY,1.0
2024-11-18,数据智能部,CC数据05,测试认证费,opex_rd,11061.17,10984.1,V-101802,测试认证费-2024-11-18-15,CNY,1.0
2024-11-18,企业服务部,CC数据02,带宽流量成本,cogs,12597.12,12402.12,V-101803,带宽流量成本-2024-11-18-10,CNY,1.0
2024-11-18,技术支持部,CC技术05,测试认证费,opex_rd,4746.47,4582.29,V-101804,测试认证费-2024-11-18-63,CNY,1.0
2024-11-18,企业服务部,CC技术02,软件许可成本,cogs,18660.56,19179.58,V-101805,软件许可成本-2024-11-18-60,CNY,1.0
2024-11-18,企业服务部,CC云平01,培训服务收入,income,44403.98,46133.39,V-101806,培训服务收入-2024-11-18-14,USD,6.8542
2024-11-18,云平台事业部,CC技术01,第三方服务费,cogs,0,0.0,V-101807,第三方服务费-2024-11-18-60,CNY,1.0
2024-11-19,数据智能部,CC数据02,办公租金,opex_admin,0,0.0,V-101808,办公租金-2024-11-19-54,CNY,1.0
2024-11-19,云平台事业部,CC技术03,订阅服务收入,income,33229.75,31876.97,V-101809,订阅服务收入-2024-11-19-08,EUR,6.8394
2024-11-19,企业服务部,CC技术03,运维服务收入,income,81758.8,79057.96,V-101810,运维服务收入-2024-11-19-11,CNY,1.0
2024-11-19,AI研究院,CCAI03,专利注册费,opex_rd,7175.45,6883.89,V-101811,专利注册费-2024-11-19-99,CNY,1.0
2024-11-19,数据智能部,CC数据02,坏账准备,opex_other,7597.28,7687.52,V-101812,坏账准备-2024-11-19-13,EUR,6.7504
2024-11-19,企业服务部,CC数据01,工资薪酬,opex_salary,11067.16,11136.43,V-101813,工资薪酬-2024-11-19-90,USD,6.5809
2024-11-20,数据智能部,CC数据02,带宽流量成本,cogs,56759.79,55498.91,V-101814,带宽流量成本-2024-11-20-56,CNY,1.0
2024-11-20,云平台事业部,CC云平02,办公租金,opex_admin,13362.85,12707.52,V-101815,办公租金-2024-11-20-29,CNY,1.0
2024-11-20,技术支持部,CCAI04,第三方服务费,cogs,33672.24,35243.57,V-101816,第三方服务费-2024-11-20-22,CNY,1.0
2024-11-20,企业服务部,CC企业05,运维服务收入,income,50267.08,51263.51,V-101817,运维服务收入-2024-11-20-65,CNY,1.0
2024-11-20,AI研究院,CC技术05,测试认证费,opex_rd,15874.16,15164.16,V-101818,测试认证费-2024-11-20-88,JPY,6.6367
2024-11-21,技术支持部,CC数据04,第三方服务费,cogs,31159.19,31871.0,V-101819,第三方服务费-2024-11-21-17,CNY,1.0
2024-11-21,技术支持部,CC云平04,活动会展费,opex_mkt,11844.36,11692.58,V-101820,活动会展费-2024-11-21-88,CNY,1.0
2024-11-21,AI研究院,CC云平04,第三方服务费,cogs,19334.09,19190.22,V-101821,第三方服务费-2024-11-21-92,CNY,1.0
2024-11-21,技术支持部,CC云平02,第三方服务费,cogs,0,0.0,V-101822,第三方服务费-2024-11-21-57,CNY,1.0
2024-11-21,企业服务部,CC企业03,广告投放费,opex_mkt,8153.73,8441.3,V-101823,广告投放费-2024-11-21-09,CNY,1.0
2024-11-21,企业服务部,CC技术03,培训服务收入,income,106543.86,111706.45,V-101824,培训服务收入-2024-11-21-88,CNY,1.0
2024-11-21,AI研究院,CC技术04,培训服务收入,income,75306.44,73471.36,V-101825,培训服务收入-2024-11-21-29,EUR,7.746
2024-11-21,数据智能部,CC企业05,测试认证费,opex_rd,5814.97,5868.7,V-101826,测试认证费-2024-11-21-60,EUR,6.5355
2024-11-21,数据智能部,CC技术03,培训服务收入,income,117201.15,112334.74,V-101827,培训服务收入-2024-11-21-27,CNY,1.0
2024-11-21,AI研究院,CC数据02,招待费,opex_admin,9254.39,9233.5,V-101828,招待费-2024-11-21-40,EUR,6.6056
2024-11-21,技术支持部,CC云平05,一次性授权收入,income,39651.62,39017.19,V-101829,一次性授权收入-2024-11-21-47,CNY,1.0
2024-11-22,AI研究院,CC云平03,广告投放费,opex_mkt,831.83,844.86,V-101830,广告投放费-2024-11-22-36,JPY,7.5638
2024-11-22,数据智能部,CC企业03,专利注册费,opex_rd,8366.92,8371.14,V-101831,专利注册费-2024-11-22-64,CNY,1.0
2024-11-22,技术支持部,CC数据02,运维服务收入,income,42482.96,44342.12,V-101832,运维服务收入-2024-11-22-29,EUR,6.5275
2024-11-25,数据智能部,CC数据03,汇兑损益,opex_other,3327.88,3227.83,V-101833,汇兑损益-2024-11-25-06,CNY,1.0
2024-11-25,数据智能部,CC技术03,测试认证费,opex_rd,5742.32,6001.3,V-101834,测试认证费-2024-11-25-28,CNY,1.0
2024-11-25,云平台事业部,CC数据05,研发工具费,opex_rd,8293.76,8624.1,V-101835,研发工具费-2024-11-25-99,USD,6.8756
2024-11-26,技术支持部,CC技术03,服务器成本,cogs,34693.35,36427.82,V-101836,服务器成本-2024-11-26-71,CNY,1.0
2024-11-26,企业服务部,CC技术05,订阅服务收入,income,10602.07,10231.11,V-101837,订阅服务收入-2024-11-26-48,CNY,1.0
2024-11-26,技术支持部,CC数据04,招待费,opex_admin,14478.31,14173.67,V-101838,招待费-2024-11-26-97,CNY,1.0
2024-11-26,企业服务部,CC云平01,服务器成本,cogs,38868.53,38263.92,V-101839,服务器成本-2024-11-26-60,CNY,1.0
2024-11-26,数据智能部,CC企业03,绩效奖金,opex_salary,188.16,190.28,V-101840,绩效奖金-2024-11-26-58,CNY,1.0
2024-11-26,企业服务部,CCAI05,培训服务收入,income,90987.42,91038.52,V-101841,培训服务收入-2024-11-26-72,CNY,1.0
2024-11-26,AI研究院,CC技术03,市场推广费,opex_mkt,1813.71,1808.3,V-101842,市场推广费-2024-11-26-66,CNY,1.0
2024-11-26,企业服务部,CC数据04,社保公积金,opex_salary,4582.86,4484.27,V-101843,社保公积金-2024-11-26-09,CNY,1.0
2024-11-27,数据智能部,CC数据01,汇兑损益,opex_other,14125.08,14293.85,V-101844,汇兑损益-2024-11-27-81,CNY,1.0
2024-11-27,云平台事业部,CC技术01,招待费,opex_admin,11448.72,11235.0,V-101845,招待费-2024-11-27-48,CNY,1.0
2024-11-27,AI研究院,CC云平04,专利注册费,opex_rd,12424.4,12108.88,V-101846,专利注册费-2024-11-27-63,CNY,1.0
2024-11-27,云平台事业部,CC数据04,办公租金,opex_admin,6731.95,6702.56,V-101847,办公租金-2024-11-27-33,CNY,1.0
2024-11-27,AI研究院,CC企业02,广告投放费,opex_mkt,11340.28,10936.47,V-101848,广告投放费-2024-11-27-87,EUR,7.7996
2024-11-27,云平台事业部,CC技术04,测试认证费,opex_rd,3978.41,3869.54,V-101849,测试认证费-2024-11-27-97,CNY,1.0
2024-11-28,数据智能部,CC云平05,一次性授权收入,income,57379.08,58031.0,V-101850,一次性授权收入-2024-11-28-95,CNY,1.0
2024-11-28,企业服务部,CCAI03,测试认证费,opex_rd,10662.92,11171.67,V-101851,测试认证费-2024-11-28-57,USD,7.2608
2024-11-28,技术支持部,CC数据01,运维服务收入,income,47084.14,45727.96,V-101852,运维服务收入-2024-11-28-46,USD,7.7853
2024-11-28,技术支持部,CCAI03,运维服务收入,income,44289.86,43223.37,V-101853,运维服务收入-2024-11-28-56,CNY,1.0
2024-11-28,云平台事业部,CCAI04,市场推广费,opex_mkt,18488.13,18868.01,V-101854,市场推广费-2024-11-28-48,CNY,1.0
2024-11-29,AI研究院,CC数据03,第三方服务费,cogs,23454.59,22651.58,V-101855,第三方服务费-2024-11-29-34,CNY,1.0
2024-11-29,数据智能部,CC数据04,专利注册费,opex_rd,9748.47,9513.33,V-101856,专利注册费-2024-11-29-98,CNY,1.0
2024-11-29,技术支持部,CCAI03,订阅服务收入,income,68407.13,65909.09,V-101857,订阅服务收入-2024-11-29-73,CNY,1.0
2024-11-29,技术支持部,CCAI04,技术咨询收入,income,13347.67,12980.35,V-101858,技术咨询收入-2024-11-29-66,CNY,1.0
2024-11-29,技术支持部,CC技术03,订阅服务收入,income,38737.88,39823.17,V-101859,订阅服务收入-2024-11-29-07,CNY,1.0
2024-11-29,企业服务部,CC技术02,招待费,opex_admin,14643.87,14517.54,V-101860,招待费-2024-11-29-93,CNY,1.0
2024-11-29,AI研究院,CC技术03,服务器成本,cogs,45004.73,43942.66,V-101861,服务器成本-2024-11-29-09,CNY,1.0
2024-11-29,企业服务部,CC技术01,工资薪酬,opex_salary,8498.82,8226.2,V-101862,工资薪酬-2024-11-29-41,CNY,1.0
2024-11-29,企业服务部,CC技术04,招待费,opex_admin,4847.34,4998.87,V-101863,招待费-2024-11-29-37,CNY,1.0
2024-12-02,云平台事业部,CCAI04,汇兑损益,opex_other,8758.15,8885.98,V-101864,汇兑损益-2024-12-02-81,USD,7.2991
2024-12-02,数据智能部,CC企业03,测试认证费,opex_rd,13389.34,13054.8,V-101865,测试认证费-2024-12-02-18,CNY,1.0
2024-12-02,企业服务部,CC企业03,社保公积金,opex_salary,0,0.0,V-101866,社保公积金-2024-12-02-10,JPY,7.1695
2024-12-02,企业服务部,CC数据04,广告投放费,opex_mkt,12765.08,13107.15,V-101867,广告投放费-2024-12-02-38,EUR,6.5737
2024-12-02,技术支持部,CC企业03,汇兑损益,opex_other,11038.41,11465.05,V-101868,汇兑损益-2024-12-02-44,CNY,1.0
2024-12-02,云平台事业部,CCAI05,市场推广费,opex_mkt,4245.44,4184.69,V-101869,市场推广费-2024-12-02-48,USD,7.1907
2024-12-02,云平台事业部,CCAI04,绩效奖金,opex_salary,0,0.0,V-101870,绩效奖金-2024-12-02-20,CNY,1.0
2024-12-02,AI研究院,CCAI01,第三方服务费,cogs,34361.73,34320.88,V-101871,第三方服务费-2024-12-02-44,CNY,1.0
2024-12-02,数据智能部,CC企业02,招待费,opex_admin,14594.59,13890.32,V-101872,招待费-2024-12-02-50,JPY,6.851
2024-12-02,技术支持部,CC数据01,技术咨询收入,income,81537.31,82865.7,V-101873,技术咨询收入-2024-12-02-76,CNY,1.0
2024-12-03,云平台事业部,CC技术03,测试认证费,opex_rd,14488.68,14546.35,V-101874,测试认证费-2024-12-03-18,CNY,1.0
2024-12-03,数据智能部,CC云平05,招待费,opex_admin,233.35,225.43,V-101875,招待费-2024-12-03-06,CNY,1.0
2024-12-03,数据智能部,CC技术02,坏账准备,opex_other,6323.8,6059.14,V-101876,坏账准备-2024-12-03-84,USD,6.7045
2024-12-03,AI研究院,CC数据05,运维服务收入,income,82020.13,85815.23,V-101877,运维服务收入-2024-12-03-50,CNY,1.0
2024-12-03,AI研究院,CC企业01,运维服务收入,income,66903.48,65830.84,V-101878,运维服务收入-2024-12-03-31,CNY,1.0
2024-12-03,技术支持部,CC技术01,第三方服务费,cogs,52639.38,50301.36,V-101879,第三方服务费-2024-12-03-62,CNY,1.0
2024-12-04,企业服务部,CC数据05,服务器成本,cogs,68263.48,68053.26,V-101880,服务器成本-2024-12-04-42,CNY,1.0
2024-12-04,企业服务部,CC技术04,汇兑损益,opex_other,8714.01,8861.6,V-101881,汇兑损益-2024-12-04-09,JPY,6.7511
2024-12-04,云平台事业部,CCAI04,服务器成本,cogs,50896.38,49466.48,V-101882,服务器成本-2024-12-04-81,CNY,1.0
2024-12-04,云平台事业部,CC企业04,研发工具费,opex_rd,14176.03,14021.71,V-101883,研发工具费-2024-12-04-76,CNY,1.0
2024-12-05,企业服务部,CC数据03,测试认证费,opex_rd,458.6,457.78,V-101884,测试认证费-2024-12-05-85,CNY,1.0
2024-12-05,数据智能部,CCAI03,软件许可成本,cogs,33705.08,35122.81,V-101885,软件许可成本-2024-12-05-56,USD,6.8593
2024-12-05,AI研究院,CC技术05,研发工具费,opex_rd,5457.31,5495.43,V-101886,研发工具费-2024-12-05-09,CNY,1.0
2024-12-06,数据智能部,CC企业05,坏账准备,opex_other,13996.31,13769.49,V-101887,坏账准备-2024-12-06-96,USD,7.7192
2024-12-06,数据智能部,CCAI01,招待费,opex_admin,0,0.0,V-101888,招待费-2024-12-06-48,CNY,1.0
2024-12-06,云平台事业部,CC企业03,内容采购成本,cogs,39255.57,38500.41,V-101889,内容采购成本-2024-12-06-12,CNY,1.0
2024-12-06,云平台事业部,CC企业03,办公租金,opex_admin,7333.36,7145.56,V-101890,办公租金-2024-12-06-45,CNY,1.0
2024-12-06,技术支持部,CCAI02,培训服务收入,income,55540.75,54722.1,V-101891,培训服务收入-2024-12-06-43,CNY,1.0
2024-12-06,技术支持部,CCAI01,广告投放费,opex_mkt,15457.02,15655.78,V-101892,广告投放费-2024-12-06-56,CNY,1.0
2024-12-09,企业服务部,CC数据01,社保公积金,opex_salary,1529.97,1566.65,V-101893,社保公积金-2024-12-09-52,USD,7.379
2024-12-09,企业服务部,CCAI04,带宽流量成本,cogs,22227.05,21741.46,V-101894,带宽流量成本-2024-12-09-42,JPY,6.5622
2024-12-09,技术支持部,CC云平02,专利注册费,opex_rd,13067.59,13248.1,V-101895,专利注册费-2024-12-09-62,CNY,1.0
2024-12-09,技术支持部,CC数据03,测试认证费,opex_rd,4013.73,3911.0,V-101896,测试认证费-2024-12-09-67,CNY,1.0
2024-12-09,数据智能部,CC数据04,坏账准备,opex_other,9222.53,9169.43,V-101897,坏账准备-2024-12-09-89,CNY,1.0
2024-12-09,技术支持部,CC技术05,坏账准备,opex_other,1441.67,1420.85,V-101898,坏账准备-2024-12-09-31,USD,6.8822
2024-12-09,云平台事业部,CC技术05,折旧摊销,opex_da,16878.77,17704.82,V-101899,折旧摊销-2024-12-09-17,EUR,7.5335
2024-12-09,技术支持部,CC云平05,市场推广费,opex_mkt,4828.37,4889.38,V-101900,市场推广费-2024-12-09-71,USD,7.1667
2024-12-10,数据智能部,CC企业03,软件许可成本,cogs,33710.98,35172.37,V-101901,软件许可成本-2024-12-10-11,CNY,1.0
2024-12-10,数据智能部,CC技术01,技术咨询收入,income,86444.76,90142.37,V-101902,技术咨询收入-2024-12-10-98,USD,7.3238
2024-12-10,企业服务部,CCAI02,服务器成本,cogs,25233.76,24973.55,V-101903,服务器成本-2024-12-10-70,CNY,1.0
2024-12-10,AI研究院,CC企业01,市场推广费,opex_mkt,1648.87,1681.6,V-101904,市场推广费-2024-12-10-76,EUR,7.7055
2024-12-10,企业服务部,CC企业03,社保公积金,opex_salary,4403.9,4491.4,V-101905,社保公积金-2024-12-10-54,CNY,1.0
2024-12-10,云平台事业部,CC企业02,服务器成本,cogs,20639.57,20905.45,V-101906,服务器成本-2024-12-10-22,CNY,1.0
2024-12-10,技术支持部,CC技术04,坏账准备,opex_other,11338.27,10781.01,V-101907,坏账准备-2024-12-10-56,EUR,6.8743
2024-12-11,企业服务部,CC技术03,培训服务收入,income,101417.66,103560.38,V-101908,培训服务收入-2024-12-11-21,CNY,1.0
2024-12-11,数据智能部,CC数据01,招待费,opex_admin,8471.78,8447.51,V-101909,招待费-2024-12-11-95,EUR,7.2317
2024-12-11,AI研究院,CC云平03,软件许可成本,cogs,49802.65,50615.08,V-101910,软件许可成本-2024-12-11-10,CNY,1.0
2024-12-11,企业服务部,CC企业01,订阅服务收入,income,28833.49,29042.62,V-101911,订阅服务收入-2024-12-11-87,CNY,1.0
2024-12-11,技术支持部,CCAI01,广告投放费,opex_mkt,10766.3,10941.59,V-101912,广告投放费-2024-12-11-21,CNY,1.0
2024-12-11,技术支持部,CC数据05,第三方服务费,cogs,27418.67,27244.79,V-101913,第三方服务费-2024-12-11-89,USD,7.3287
2024-12-11,企业服务部,CC数据04,汇兑损益,opex_other,13493.53,14114.95,V-101914,汇兑损益-2024-12-11-79,CNY,1.0
2024-12-11,企业服务部,CC云平01,招待费,opex_admin,13151.47,12874.95,V-101915,招待费-2024-12-11-54,CNY,1.0
2024-12-12,云平台事业部,CC云平04,绩效奖金,opex_salary,1310.79,1364.24,V-101916,绩效奖金-2024-12-12-95,JPY,7.435
